site_id,facility_name,cupa,physical_address,total_evals,total_violations,latest_eval,years_since,seismic,has_ammonia,is_food,is_refinery,is_p3,is_p2,iiar9_gap,revalid_overdue,revalid_soon,reval_due_year,pre_epa2024,urgency_score,notes,recommended_pitch,pain_points
58449,PRC-DESOTO INTERNATIONAL INC,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,9,1,2025-01-09,1.1,Medium,False,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
58455,PRECIOUS METALS PLATING INC,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,13,2,2024-01-19,2.1,Medium,False,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
60695,"RCWD VDC Chloramination, Ponds and Vail Lake Pump Station",Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,1,1,2015-07-30,10.6,Medium,False,False,False,False,False,False,True,False,2020,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2015-07-30 (10.6 yrs ago) | Prior violation history: 1 violations on record
66164,SDCTY - OTAY WATER TREATMENT PLANT,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,3,1,2016-04-12,9.9,Medium,False,False,False,False,False,False,True,False,2021,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2016-04-12 (9.9 yrs ago) | Prior violation history: 1 violations on record
66944,SGS Guadalupe,Santa Barbara County Environmental Health Services,VERIFY via CERS SiteID or EPA ECHO,1,1,2019-06-19,6.7,Low,False,False,False,False,False,False,True,False,2024,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2019-06-19 (6.7 yrs ago) | Prior violation history: 1 violations on record
67542,US ECOLOGY VERNON INC.,Vernon Health & Environmental Control Department,VERIFY via CERS SiteID or EPA ECHO,5,1,2025-05-14,0.8,Low,False,False,False,False,False,True,False,False,2030,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
68013,United Melon Distributors Inc,Vernon Health & Environmental Control Department,VERIFY via CERS SiteID or EPA ECHO,9,3,2023-01-18,3.1,Low,False,False,False,False,False,True,False,False,2028,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
68710,SCE Center Peaker Generating Station,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,0,2025-03-06,1.0,High,False,False,False,False,False,True,False,False,2030,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
77287,Toyota Sports Performance Center,El Segundo City Fire Department,VERIFY via CERS SiteID or EPA ECHO,8,2,2024-06-18,1.7,Low,False,False,False,False,False,True,False,False,2029,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
79057,Burbank Water Recycling Plant,Burbank Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2024-09-19,1.5,Low,False,False,False,False,False,True,False,False,2029,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
90234,Air Liquide,El Segundo City Fire Department,VERIFY via CERS SiteID or EPA ECHO,10,1,2025-04-03,0.9,Low,False,False,False,False,False,True,False,False,2030,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
90708,Howmet Global Fastening Systems Inc,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,28,2,2022-12-06,3.2,Medium,False,False,False,False,False,True,False,False,2027,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
93229,Arctic Glacier Vernon 494,Vernon Health & Environmental Control Department,VERIFY via CERS SiteID or EPA ECHO,7,3,2025-02-11,1.1,Low,True,False,False,False,False,True,False,False,2030,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
96994,BADGER CREEK LIMITED,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,6,3,2023-09-28,2.4,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
97386,LOMPOC FARMING LLC,Santa Barbara County Environmental Health Services,VERIFY via CERS SiteID or EPA ECHO,2,1,2016-03-14,10.0,Low,False,False,False,False,False,False,True,False,2021,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2016-03-14 (10.0 yrs ago) | Prior violation history: 1 violations on record
98320,Berry Corporation-N MIDWAY SUNSET,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,3,1,2025-03-19,1.0,Medium,True,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
100447,BUELLTON WATER TREATMENT - HWY 246,Santa Barbara County Environmental Health Services,VERIFY via CERS SiteID or EPA ECHO,2,1,2019-06-28,6.7,Low,False,False,False,False,False,False,True,False,2024,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2019-06-28 (6.7 yrs ago) | Prior violation history: 1 violations on record
100448,BUELLTON WATER TREATMENT - McMURRAY,Santa Barbara County Environmental Health Services,VERIFY via CERS SiteID or EPA ECHO,2,1,2019-06-28,6.7,Low,False,False,False,False,False,False,True,False,2024,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2019-06-28 (6.7 yrs ago) | Prior violation history: 1 violations on record
100579,BURBANK STEEL TREATING INC,Burbank Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2025-02-26,1.0,Low,False,False,False,False,False,True,False,False,2030,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
101021,CA ASEPTIC BEVERAGES LLC,San Bernardino County Fire Department,VERIFY via CERS SiteID or EPA ECHO,2,2,2017-03-31,8.9,Medium,False,False,False,False,False,False,True,False,2022,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2017-03-31 (8.9 yrs ago) | Prior violation history: 2 violations on record
102332,Hermes BESS LLC,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,4,1,2023-07-21,2.6,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
102333,CalPeak Power - Enterprise,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,5,2,2023-07-25,2.6,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
105979,City of El Centro - Water Treatment Plant,Imperial CUPA - DTSC,VERIFY via CERS SiteID or EPA ECHO,4,2,2024-04-24,1.9,Medium,False,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
106225,City of Norco Corporate Yard,Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,1,1,2018-07-24,7.6,Medium,False,False,False,False,False,False,True,False,2023,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2018-07-24 (7.6 yrs ago) | Prior violation history: 1 violations on record
106255,City of Oxnard Water Production,Oxnard City CUPA,VERIFY via CERS SiteID or EPA ECHO,6,3,2025-05-20,0.8,Low,False,False,False,False,False,True,False,False,2030,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
106449,CITY OF TUSTIN - PASADENA AVE WELL,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,11,2,2023-04-06,2.9,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
107002,LASD - AERO BUREAU,Long Beach Environmental Heath,VERIFY via CERS SiteID or EPA ECHO,1,0,2015-09-12,10.5,High,False,False,False,False,False,False,True,False,2020,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2015-09-12 (10.5 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
107451,"COMBI-BLOCKS, INC",San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,1,1,2014-10-10,11.4,Medium,False,False,False,False,False,False,True,False,2019,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2014-10-10 (11.4 yrs ago) | Prior violation history: 1 violations on record
108795,"Midstream Energy Partners, USA, LLC - ROGAS FACILITY",Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,15,3,2025-03-12,1.0,Medium,False,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
112847,DUCOMMUN AEROSTRUCTURES,San Bernardino County Fire Department,VERIFY via CERS SiteID or EPA ECHO,9,3,2023-07-14,2.6,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
114134,el segundo generating station,El Segundo City Fire Department,VERIFY via CERS SiteID or EPA ECHO,5,2,2024-08-22,1.5,Low,False,False,False,False,False,True,False,False,2029,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
114735,L&Y FOOD INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,1,0,2013-02-14,13.0,High,False,False,False,False,False,False,True,False,2018,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2013-02-14 (13.0 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
114860,ESCONDIDO ENERGY CENTER LLC,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,6,1,2025-05-14,0.8,Medium,False,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
117675,Fallbrook Water Reclamation Plant,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,6,3,2024-05-28,1.8,Medium,False,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
122803,HIXSON METAL FINISHING INC,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,12,1,2025-06-10,0.7,Medium,False,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
124379,INNOVATIVE COATINGS TECHNOLOGY CORP,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2014-12-10,11.2,Medium,False,False,False,False,False,False,True,False,2019,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2014-12-10 (11.2 yrs ago) | Prior violation history: 1 violations on record
124381,"INNOVATIVE COLD STORAGE ENTERPRISES, INC",San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,5,1,2024-02-12,2.1,Medium,False,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
124414,SP OilStop,Santa Paula Fire Department,VERIFY via CERS SiteID or EPA ECHO,1,1,2014-07-22,11.6,Low,False,False,False,False,False,False,True,False,2019,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2014-07-22 (11.6 yrs ago) | Prior violation history: 1 violations on record
125687,JBS Riverside,Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,8,2,2023-09-29,2.4,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
127544,KEMIRA WATER SOLUTIONS INC,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,9,2,2025-03-28,0.9,Medium,False,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
128547,L & W SERVICE COMPANY,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,1,0,2017-04-11,8.9,High,False,False,False,False,False,False,True,False,2022,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2017-04-11 (8.9 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
128578,"SPE TRADING, INC",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,2,0,2018-09-11,7.5,High,False,False,False,False,False,False,True,False,2023,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2018-09-11 (7.5 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
133979,Meadowlark Reclamation Facility,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,5,2,2022-12-27,3.2,Medium,False,False,False,False,False,True,False,False,2027,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
134373,Mesa Water Reliability Facility,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,15,3,2024-01-23,2.1,Medium,True,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
134374,"Mesa Water, Well #7",Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,6,1,2024-01-23,2.1,Medium,True,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
135276,Miles Chemical Company,Anaheim City Fire Department,VERIFY via CERS SiteID or EPA ECHO,3,2,2023-09-19,2.5,Low,False,False,False,False,False,True,False,False,2028,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
135659,MISSION WELLS CHLORINATION STATION,Los Angeles City Fire Department,VERIFY via CERS SiteID or EPA ECHO,1,0,2014-07-08,11.7,High,False,False,False,False,False,False,True,False,2019,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2014-07-08 (11.7 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
139558,Oberon Fuels Brawley BNG 4.5,Imperial CUPA - DTSC,VERIFY via CERS SiteID or EPA ECHO,4,3,2025-03-18,1.0,Medium,False,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
140417,OSI OPTOELECTRONICS INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,1,0,2015-04-10,10.9,High,False,False,False,False,False,False,True,False,2020,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2015-04-10 (10.9 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
140476,Otay Water District R.W. Chapman Water Recycling Facility,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,6,2,2024-06-20,1.7,Medium,False,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
141146,"HOOVER TREATED WOOD PRODUCTS, INC.",Bakersfield City Fire Department,VERIFY via CERS SiteID or EPA ECHO,2,1,2019-04-18,6.9,Low,False,False,False,False,False,False,True,False,2024,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2019-04-18 (6.9 yrs ago) | Prior violation history: 1 violations on record
141610,PARALLEL PRODUCTS OF CALIF,San Bernardino County Fire Department,VERIFY via CERS SiteID or EPA ECHO,6,3,2023-02-21,3.0,Medium,False,False,False,False,True,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
141636,Wonderful Orchards - Eastside,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,6,3,2023-10-10,2.4,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
142448,Perdue Water Treatment Plant,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,5,1,2023-11-21,2.3,Medium,False,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
144328,"POLYPEPTIDE LABORATORIES, INC.",Torrance Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,1,2024-10-19,1.4,Low,False,False,False,False,False,True,False,False,2029,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
144428,Port Hueneme Water Agency,Oxnard City CUPA,VERIFY via CERS SiteID or EPA ECHO,6,0,2021-06-01,4.8,Low,False,False,False,False,False,True,False,True,2026,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2026: Plan now (2021-06-01)
145557,QUALITY CONTROL PLATING,San Bernardino County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,2,2022-09-09,3.5,Medium,False,False,False,False,False,True,False,False,2027,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
146896,SRRRA Santa Rosa Water Reclamation Facility and Adjacent Properties,Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,4,1,2020-09-10,5.5,Medium,False,False,False,False,False,False,True,False,2025,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2020-09-10 (5.5 yrs ago) | Prior violation history: 1 violations on record
147612,REYCON CONSTRUCTION INC.,Santa Paula Fire Department,VERIFY via CERS SiteID or EPA ECHO,1,1,2014-07-21,11.6,Low,False,False,False,False,False,False,True,False,2019,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2014-07-21 (11.6 yrs ago) | Prior violation history: 1 violations on record
150190,SALVATION ARMY - RJKCC,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,6,3,2025-03-12,1.0,Medium,False,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
150852,SANMINA CORPORATION,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,15,3,2025-04-29,0.8,Medium,True,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
155419,SCE Barre Peaker Generating Station,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,20,2,2024-11-18,1.3,Medium,True,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
155792,"COAST TO COAST CIRCUITS, INC.",Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,14,2,2023-12-28,2.2,Medium,True,False,False,False,False,True,False,False,2028,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
156968,STATEK CORP,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,21,1,2025-01-30,1.1,Medium,True,False,False,False,True,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
157898,"Revol Greens CA, LLC",Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,9,3,2024-10-29,1.3,Medium,False,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
159956,TECHNIC INC,Anaheim City Fire Department,VERIFY via CERS SiteID or EPA ECHO,2,1,2024-08-21,1.5,Low,False,False,False,False,False,True,False,False,2029,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
160608,The Boeing Company - S15,El Segundo City Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2022-09-28,3.4,Low,False,False,False,False,False,True,False,False,2027,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
160659,THE CHEESECAKE FACTORY BAKERY INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,3,0,2023-03-06,3.0,High,False,False,False,False,False,True,False,False,2028,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
163384,TRI-STAR INDUSTRIAL PRODUCTS,Downey Fire Department,VERIFY via CERS SiteID or EPA ECHO,2,2,2019-06-11,6.7,Low,False,False,False,False,False,False,True,False,2024,False,6,[],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2019-06-11 (6.7 yrs ago) | Prior violation history: 2 violations on record
168968,Vernon Cold Storage,Vernon Health & Environmental Control Department,VERIFY via CERS SiteID or EPA ECHO,9,3,2024-10-01,1.4,Low,True,True,False,False,False,True,False,False,2029,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
169125,"Vie de France Yamazaki, Inc.",Vernon Health & Environmental Control Department,VERIFY via CERS SiteID or EPA ECHO,11,2,2025-05-23,0.8,Low,False,False,False,False,False,True,False,False,2030,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record
172624,"SQUARE-H BRANDS, INC.",Vernon Health & Environmental Control Department,VERIFY via CERS SiteID or EPA ECHO,11,3,2024-11-07,1.3,Low,False,False,False,False,False,True,False,False,2029,False,6,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record
176615,CVWD Well #5682,Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,1,1,2017-10-11,8.4,Medium,False,False,False,False,False,False,True,False,2022,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2017-10-11 (8.4 yrs ago) | Prior violation history: 1 violations on record
177019,CVWD Well #4631,Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,1,1,2017-10-11,8.4,Medium,False,False,False,False,False,False,True,False,2022,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2017-10-11 (8.4 yrs ago) | Prior violation history: 1 violations on record
178675,PLZ Corp.,Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,7,1,2024-05-16,1.8,Medium,False,False,False,False,False,True,False,False,2029,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
182835,CVWD Well #5630,Riverside County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,1,1,2017-10-17,8.4,Medium,False,False,False,False,False,False,True,False,2022,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],RMP 5-Year Revalidation,RMP Revalidation OVERDUE: Last eval 2017-10-17 (8.4 yrs ago) | Prior violation history: 1 violations on record
276023,ETWD CLORAMINATION R6,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,13,1,2025-04-28,0.8,Medium,True,False,False,False,False,True,False,False,2030,False,6,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record
